pitcher_id,pitch_type,px,pz,stand,b_count,s_count
Miguel Castro,4 Seam Fastball,-1.043,1.827,L,0.0,0.0
Miguel Castro,4 Seam Fastball,-0.297,2.326,L,0.0,0.0
Miguel Castro,4 Seam Fastball,-1.4,2.688,L,0.0,0.0
Miguel Castro,4 Seam Fastball,-1.056,3.036,L,1.0,0.0
Miguel Castro,Changeup,0.175,1.246,L,1.0,1.0
Miguel Castro,Slider,-1.319,2.875,L,1.0,2.0
Miguel Castro,4 Seam Fastball,-1.7169999999999999,3.054,L,0.0,0.0
Miguel Castro,4 Seam Fastball,0.036000000000000004,2.069,L,1.0,0.0
Miguel Castro,Slider,-0.797,3.405,L,1.0,1.0
Miguel Castro,Slider,-1.8559999999999999,3.737,L,1.0,2.0
Miguel Castro,Changeup,-0.977,0.21600000000000005,L,2.0,2.0
Miguel Castro,4 Seam Fastball,-0.163,2.597,L,3.0,2.0
Andrew Cashner,2 Seam Fastball,-1.5830000000000002,3.0469999999999997,L,0.0,0.0
Andrew Cashner,4 Seam Fastball,0.036000000000000004,1.828,L,1.0,0.0
Andrew Cashner,4 Seam Fastball,-0.071,1.96,R,0.0,0.0
Andrew Cashner,4 Seam Fastball,0.21600000000000005,1.608,L,0.0,0.0
Andrew Cashner,4 Seam Fastball,0.5660000000000001,1.082,L,0.0,1.0
Andrew Cashner,2 Seam Fastball,-1.306,2.506,L,0.0,2.0
Andrew Cashner,4 Seam Fastball,0.747,3.3510000000000004,L,0.0,2.0
Andrew Cashner,2 Seam Fastball,0.524,2.557,L,1.0,2.0
Andrew Cashner,4 Seam Fastball,0.02,2.386,R,0.0,0.0
Andrew Cashner,2 Seam Fastball,-1.3630000000000002,2.717,R,0.0,1.0
Andrew Cashner,4 Seam Fastball,0.812,3.21,R,0.0,2.0
Andrew Cashner,Slider,1.249,1.355,R,0.0,2.0
Andrew Cashner,2 Seam Fastball,-0.162,1.7990000000000002,L,0.0,0.0
Andrew Cashner,2 Seam Fastball,-1.232,2.238,L,0.0,0.0
Andrew Cashner,4 Seam Fastball,0.294,2.844,L,0.0,1.0
Andrew Cashner,2 Seam Fastball,0.593,2.592,R,0.0,0.0
Andrew Cashner,2 Seam Fastball,-1.386,2.798,L,0.0,0.0
Andrew Cashner,2 Seam Fastball,1.033,2.863,L,1.0,0.0
Andrew Cashner,2 Seam Fastball,-0.369,1.31,L,2.0,0.0
Andrew Cashner,4 Seam Fastball,-0.9359999999999999,2.1069999999999998,L,3.0,0.0
Andrew Cashner,2 Seam Fastball,-0.597,1.516,L,3.0,1.0
Andrew Cashner,4 Seam Fastball,-0.9079999999999999,2.045,R,0.0,0.0
Andrew Cashner,2 Seam Fastball,-0.314,0.9159999999999999,R,0.0,1.0
Andrew Cashner,2 Seam Fastball,-0.016,3.031,R,1.0,1.0
Andrew Cashner,2 Seam Fastball,-1.113,2.694,R,1.0,2.0
Andrew Cashner,4 Seam Fastball,0.9329999999999999,2.95,R,2.0,2.0
Andrew Cashner,4 Seam Fastball,0.452,3.3930000000000002,R,3.0,2.0
Andrew Cashner,4 Seam Fastball,-1.14,2.285,R,3.0,2.0
Andrew Cashner,2 Seam Fastball,-0.84,2.287,L,0.0,0.0
Andrew Cashner,2 Seam Fastball,-1.335,2.775,L,0.0,1.0
Andrew Cashner,Slider,0.3670000000000001,0.061,L,1.0,1.0
Andrew Cashner,Changeup,-0.978,1.8519999999999999,L,2.0,1.0
Andrew Cashner,2 Seam Fastball,-0.4270000000000001,1.7719999999999998,R,0.0,0.0
Andrew Cashner,2 Seam Fastball,-1.381,3.178,L,0.0,0.0
Andrew Cashner,2 Seam Fastball,0.35700000000000004,2.742,L,1.0,0.0
Andrew Cashner,4 Seam Fastball,0.054000000000000006,1.8090000000000002,R,0.0,0.0
Andrew Cashner,Slider,0.782,2.331,R,1.0,0.0
Andrew Cashner,2 Seam Fastball,-0.479,1.192,R,1.0,1.0
Andrew Cashner,2 Seam Fastball,1.4480000000000002,1.436,R,2.0,1.0
Andrew Cashner,4 Seam Fastball,-0.36,1.77,R,3.0,1.0
Andrew Cashner,2 Seam Fastball,-0.275,3.301,R,3.0,2.0
Andrew Cashner,Changeup,0.23199999999999998,3.056,R,3.0,2.0
Andrew Cashner,2 Seam Fastball,-0.561,2.397,L,0.0,0.0
Andrew Cashner,4 Seam Fastball,1.033,2.049,L,0.0,1.0
Andrew Cashner,Changeup,0.444,0.165,L,1.0,1.0
Andrew Cashner,2 Seam Fastball,-1.4180000000000001,2.35,L,2.0,1.0
Andrew Cashner,2 Seam Fastball,-1.742,2.2640000000000002,L,3.0,1.0
Andrew Cashner,4 Seam Fastball,0.655,2.006,L,0.0,0.0
Andrew Cashner,Changeup,-0.865,1.969,L,1.0,0.0
Andrew Cashner,2 Seam Fastball,-0.787,3.0069999999999997,L,1.0,1.0
Andrew Cashner,Slider,0.852,2.3,L,1.0,2.0
Andrew Cashner,Changeup,-0.885,1.7990000000000002,L,1.0,2.0
Andrew Cashner,2 Seam Fastball,0.335,3.468,R,0.0,0.0
Andrew Cashner,4 Seam Fastball,-0.818,2.992,R,0.0,1.0
Andrew Cashner,Changeup,-1.473,1.432,L,0.0,0.0
Andrew Cashner,2 Seam Fastball,0.491,2.736,L,1.0,0.0
Andrew Cashner,Changeup,-1.6159999999999999,1.902,L,1.0,1.0
Andrew Cashner,4 Seam Fastball,-0.04,1.745,L,2.0,1.0
Andrew Cashner,Slider,1.3119999999999998,0.9079999999999999,L,2.0,2.0
Andrew Cashner,2 Seam Fastball,0.8390000000000001,1.18,R,0.0,0.0
Andrew Cashner,4 Seam Fastball,-0.7120000000000001,1.5090000000000001,R,1.0,0.0
Andrew Cashner,4 Seam Fastball,-0.265,2.279,R,2.0,0.0
Andrew Cashner,2 Seam Fastball,0.489,1.736,R,2.0,1.0
Andrew Cashner,4 Seam Fastball,0.442,1.851,R,2.0,2.0
Andrew Cashner,Slider,-0.024,1.7519999999999998,L,0.0,0.0
Andrew Cashner,Slider,1.88,1.178,L,0.0,1.0
Andrew Cashner,4 Seam Fastball,-1.276,2.1180000000000003,L,1.0,1.0
Andrew Cashner,Changeup,-1.021,1.874,L,2.0,1.0
Andrew Cashner,4 Seam Fastball,0.1,2.247,R,0.0,0.0
Andrew Cashner,Slider,1.8319999999999999,1.263,R,0.0,1.0
Andrew Cashner,2 Seam Fastball,-1.544,3.1830000000000003,R,1.0,1.0
Andrew Cashner,2 Seam Fastball,-0.451,3.529,R,2.0,1.0
Andrew Cashner,4 Seam Fastball,0.052000000000000005,2.002,R,3.0,1.0
Andrew Cashner,2 Seam Fastball,-1.101,3.9389999999999996,R,3.0,2.0
Andrew Cashner,4 Seam Fastball,0.47600000000000003,2.699,R,3.0,2.0
Andrew Cashner,4 Seam Fastball,0.2,2.4730000000000003,R,3.0,2.0
Andrew Cashner,4 Seam Fastball,-1.726,1.5030000000000001,L,0.0,0.0
Andrew Cashner,2 Seam Fastball,0.091,2.116,L,1.0,0.0
Andrew Cashner,Slider,1.095,0.902,R,0.0,0.0
Andrew Cashner,4 Seam Fastball,-1.422,2.784,R,0.0,1.0
Andrew Cashner,2 Seam Fastball,-1.044,2.377,L,0.0,0.0
Andrew Cashner,Slider,1.1520000000000001,0.073,L,0.0,1.0
Andrew Cashner,2 Seam Fastball,-1.79,3.487,L,1.0,1.0
Andrew Cashner,4 Seam Fastball,0.083,3.272,L,2.0,1.0
Andrew Cashner,Slider,0.46299999999999997,3.375,L,2.0,2.0
Andrew Cashner,Changeup,-0.5329999999999999,2.215,L,0.0,0.0
Andrew Cashner,2 Seam Fastball,-1.69,3.781,L,0.0,1.0
Andrew Cashner,Changeup,-1.273,1.307,L,1.0,1.0
Andrew Cashner,4 Seam Fastball,-1.2009999999999998,3.6860000000000004,L,2.0,1.0
Andrew Cashner,4 Seam Fastball,0.5920000000000001,2.735,L,2.0,2.0
Andrew Cashner,Slider,2.594,0.743,L,2.0,2.0
Andrew Cashner,4 Seam Fastball,-1.263,2.481,L,3.0,2.0
Andrew Cashner,Slider,0.035,2.721,R,0.0,0.0
Andrew Cashner,2 Seam Fastball,-0.677,1.656,R,0.0,1.0
Andrew Cashner,Slider,0.898,1.012,R,0.0,2.0
Andrew Cashner,4 Seam Fastball,-0.8420000000000001,2.5860000000000003,R,1.0,2.0
Andrew Cashner,Slider,0.605,2.241,R,1.0,2.0
Miguel Castro,4 Seam Fastball,-0.452,2.271,R,0.0,0.0
Miguel Castro,4 Seam Fastball,-0.478,2.363,L,0.0,0.0
Miguel Castro,Changeup,-0.9490000000000001,2.6660000000000004,L,0.0,1.0
Miguel Castro,Changeup,-0.846,1.001,L,0.0,2.0
Asher Wojciechowski,4 Seam Fastball,-1.109,1.335,L,0.0,0.0
Asher Wojciechowski,4 Seam Fastball,-0.198,2.677,L,1.0,0.0
Asher Wojciechowski,4 Seam Fastball,0.504,2.835,L,0.0,0.0
Asher Wojciechowski,4 Seam Fastball,-0.21100000000000002,1.8780000000000001,L,0.0,0.0
Asher Wojciechowski,4 Seam Fastball,0.182,2.7560000000000002,L,0.0,0.0
Asher Wojciechowski,Changeup,-0.19,2.339,L,0.0,1.0
Asher Wojciechowski,4 Seam Fastball,0.34299999999999997,4.007,L,0.0,2.0
Asher Wojciechowski,4 Seam Fastball,1.6380000000000001,2.335,L,1.0,2.0
Asher Wojciechowski,Slider,1.194,0.317,L,2.0,2.0
Asher Wojciechowski,Changeup,-0.424,2.384,L,3.0,2.0
Asher Wojciechowski,Changeup,-0.9390000000000001,3.2460000000000004,L,0.0,0.0
Asher Wojciechowski,Changeup,-0.066,1.621,L,1.0,0.0
Asher Wojciechowski,4 Seam Fastball,1.4969999999999999,2.379,L,1.0,1.0
Asher Wojciechowski,Changeup,1.041,1.651,L,2.0,1.0
Asher Wojciechowski,Changeup,0.018000000000000002,2.411,L,3.0,1.0
Asher Wojciechowski,4 Seam Fastball,-0.025,2.7289999999999996,R,0.0,0.0
Asher Wojciechowski,Cutter,1.6280000000000001,3.181,R,0.0,1.0
Asher Wojciechowski,Slider,-0.182,2.369,R,1.0,1.0
Asher Wojciechowski,4 Seam Fastball,0.129,4.5760000000000005,L,0.0,0.0
Asher Wojciechowski,Changeup,-0.871,3.056,L,1.0,0.0
Asher Wojciechowski,4 Seam Fastball,-0.077,4.022,L,1.0,1.0
Asher Wojciechowski,Changeup,-0.518,3.8930000000000002,L,0.0,0.0
Asher Wojciechowski,Changeup,-0.485,3.258,L,1.0,0.0
Asher Wojciechowski,4 Seam Fastball,1.158,2.948,L,1.0,1.0
Asher Wojciechowski,4 Seam Fastball,-0.077,3.759,L,2.0,1.0
Asher Wojciechowski,4 Seam Fastball,0.6679999999999999,2.48,L,2.0,2.0
Asher Wojciechowski,Slider,-0.364,2.0540000000000003,R,0.0,0.0
Asher Wojciechowski,4 Seam Fastball,-0.8690000000000001,2.366,R,0.0,1.0
Asher Wojciechowski,Slider,0.39399999999999996,-0.812,R,0.0,2.0
Asher Wojciechowski,4 Seam Fastball,0.6659999999999999,2.4,R,1.0,2.0
Asher Wojciechowski,Changeup,-0.214,2.084,L,0.0,0.0
Asher Wojciechowski,Slider,0.401,1.172,L,0.0,1.0
Asher Wojciechowski,4 Seam Fastball,-0.8909999999999999,3.1639999999999997,L,1.0,1.0
Asher Wojciechowski,Changeup,-1.0070000000000001,3.1689999999999996,L,2.0,1.0
Asher Wojciechowski,4 Seam Fastball,0.335,2.379,L,3.0,1.0
Asher Wojciechowski,4 Seam Fastball,-1.264,4.407,L,0.0,0.0
Asher Wojciechowski,4 Seam Fastball,-0.46799999999999997,2.479,L,1.0,0.0
Asher Wojciechowski,Changeup,-0.067,2.256,L,1.0,1.0
Asher Wojciechowski,4 Seam Fastball,0.9990000000000001,2.3480000000000003,L,1.0,2.0
Asher Wojciechowski,4 Seam Fastball,-0.866,4.137,L,0.0,0.0
Asher Wojciechowski,4 Seam Fastball,-0.079,2.806,L,1.0,0.0
Asher Wojciechowski,Slider,-1.186,2.635,L,1.0,1.0
Asher Wojciechowski,Changeup,0.001,1.879,L,2.0,1.0
Asher Wojciechowski,4 Seam Fastball,-0.507,3.466,L,2.0,2.0
Asher Wojciechowski,Changeup,-1.365,2.2769999999999997,L,0.0,0.0
Asher Wojciechowski,Slider,-0.909,4.113,L,1.0,0.0
Asher Wojciechowski,Changeup,0.081,3.5789999999999997,L,2.0,0.0
Asher Wojciechowski,4 Seam Fastball,0.371,2.821,L,3.0,0.0
Asher Wojciechowski,Changeup,-1.272,3.02,L,3.0,1.0
Asher Wojciechowski,4 Seam Fastball,0.408,2.434,L,0.0,0.0
Asher Wojciechowski,4 Seam Fastball,0.642,4.313,L,0.0,1.0
Asher Wojciechowski,4 Seam Fastball,0.069,3.665,L,1.0,1.0
Asher Wojciechowski,Slider,0.902,1.869,L,1.0,2.0
Asher Wojciechowski,Slider,0.97,0.589,L,2.0,2.0
Asher Wojciechowski,Changeup,-0.479,2.193,L,3.0,2.0
Asher Wojciechowski,4 Seam Fastball,-0.905,3.543,L,3.0,2.0
