,pitcher_id,pitch_type,px,pz,stand,b_count,s_count
3869,Masahiro Tanaka,Slider,0.004,1.3019999999999998,R,3.0,2.0
4041,James Paxton,4 Seam Fastball,0.156,1.243,L,0.0,0.0
4042,James Paxton,4 Seam Fastball,0.275,1.04,L,1.0,0.0
4043,James Paxton,4 Seam Fastball,0.5329999999999999,2.302,L,2.0,0.0
4044,James Paxton,4 Seam Fastball,-0.049,1.535,L,2.0,1.0
4045,James Paxton,2 Seam Fastball,-2.005,2.363,R,0.0,0.0
4046,James Paxton,4 Seam Fastball,-0.8320000000000001,1.683,R,1.0,0.0
4047,James Paxton,4 Seam Fastball,-0.02,1.79,R,0.0,0.0
4048,James Paxton,4 Seam Fastball,0.902,2.117,R,0.0,1.0
4049,James Paxton,2 Seam Fastball,-0.265,4.154,R,0.0,2.0
4050,James Paxton,Knuckle Curve,-0.8240000000000001,-0.331,R,1.0,2.0
4051,James Paxton,4 Seam Fastball,-0.214,3.469,R,2.0,2.0
4062,James Paxton,4 Seam Fastball,-0.698,2.299,R,0.0,0.0
4063,James Paxton,4 Seam Fastball,-0.392,1.767,R,0.0,1.0
4064,James Paxton,Knuckle Curve,0.017,1.951,R,0.0,2.0
4065,James Paxton,2 Seam Fastball,1.071,2.388,R,0.0,0.0
4066,James Paxton,Changeup,0.555,1.786,R,0.0,1.0
4067,James Paxton,2 Seam Fastball,0.328,5.481,R,0.0,2.0
4068,James Paxton,4 Seam Fastball,-0.81,3.853,R,1.0,2.0
4069,James Paxton,Knuckle Curve,0.09,1.764,R,1.0,2.0
4070,James Paxton,4 Seam Fastball,-2.189,1.419,R,0.0,0.0
4071,James Paxton,4 Seam Fastball,0.218,2.279,R,1.0,0.0
4088,James Paxton,4 Seam Fastball,0.214,0.507,R,0.0,0.0
4089,James Paxton,2 Seam Fastball,1.658,1.948,R,1.0,0.0
4090,James Paxton,4 Seam Fastball,-0.12,3.339,R,2.0,0.0
4091,James Paxton,4 Seam Fastball,-0.598,1.923,R,2.0,1.0
4092,James Paxton,4 Seam Fastball,-0.996,2.006,R,0.0,0.0
4093,James Paxton,4 Seam Fastball,0.765,1.318,R,1.0,0.0
4094,James Paxton,4 Seam Fastball,-0.185,3.27,R,2.0,0.0
4095,James Paxton,4 Seam Fastball,-0.983,2.949,R,0.0,0.0
4096,James Paxton,4 Seam Fastball,-1.111,2.559,R,0.0,1.0
4097,James Paxton,2 Seam Fastball,0.215,2.385,R,1.0,1.0
4098,James Paxton,Knuckle Curve,0.018000000000000002,4.846,R,1.0,2.0
4099,James Paxton,Knuckle Curve,-0.7709999999999999,0.913,R,2.0,2.0
4100,James Paxton,2 Seam Fastball,0.937,1.234,R,3.0,2.0
4101,James Paxton,Cutter,-0.768,0.06,L,0.0,0.0
4102,James Paxton,4 Seam Fastball,-0.292,0.493,L,1.0,0.0
4103,James Paxton,Cutter,-0.785,3.102,L,1.0,1.0
4104,James Paxton,2 Seam Fastball,0.174,1.59,L,2.0,1.0
4105,James Paxton,Knuckle Curve,-0.348,1.151,L,2.0,2.0
4120,James Paxton,4 Seam Fastball,-1.901,2.272,R,0.0,0.0
4121,James Paxton,4 Seam Fastball,0.77,1.659,R,1.0,0.0
4122,James Paxton,Changeup,0.042,1.806,R,1.0,1.0
4123,James Paxton,Knuckle Curve,-1.388,-1.891,R,1.0,2.0
4124,James Paxton,4 Seam Fastball,-1.346,3.781,R,2.0,2.0
