,pitcher_id,pitch_type,px,pz,stand,b_count,s_count
9426,Daniel Hudson,2 Seam Fastball,-0.966,0.838,L,0.0,0.0
9427,Daniel Hudson,Changeup,-0.913,2.363,L,1.0,0.0
9428,Daniel Hudson,4 Seam Fastball,-2.052,3.344,L,1.0,1.0
9429,Daniel Hudson,2 Seam Fastball,-0.5870000000000001,2.217,L,2.0,1.0
9430,Daniel Hudson,2 Seam Fastball,-0.096,2.031,R,0.0,0.0
9431,Daniel Hudson,Slider,0.44,1.705,R,0.0,1.0
9432,Daniel Hudson,2 Seam Fastball,-0.157,2.292,R,1.0,1.0
17538,Ken Giles,4 Seam Fastball,0.336,1.952,L,0.0,0.0
17539,Ken Giles,Slider,0.251,1.117,L,0.0,1.0
17540,Ken Giles,Slider,0.49,0.986,L,0.0,2.0
17541,Ken Giles,4 Seam Fastball,0.142,2.748,L,1.0,2.0
17542,Ken Giles,4 Seam Fastball,0.52,3.573,R,0.0,0.0
17543,Ken Giles,4 Seam Fastball,0.871,2.316,R,1.0,0.0
17544,Ken Giles,Slider,0.98,1.6880000000000002,R,1.0,1.0
17545,Ken Giles,Slider,-0.096,3.618,R,1.0,2.0
17546,Ken Giles,Slider,0.636,1.298,R,0.0,0.0
17547,Ken Giles,4 Seam Fastball,-0.039,4.374,R,0.0,1.0
17548,Ken Giles,4 Seam Fastball,1.028,3.871,R,1.0,1.0
17549,Ken Giles,Slider,0.586,1.837,R,2.0,1.0
17550,Ken Giles,Slider,-0.4920000000000001,2.596,R,2.0,2.0
17551,Ken Giles,4 Seam Fastball,-0.401,2.527,L,0.0,0.0
17552,Ken Giles,Slider,-1.108,3.156,L,0.0,1.0
17553,Ken Giles,Slider,-0.563,2.005,L,1.0,1.0
17554,Ken Giles,Slider,-0.539,1.821,L,1.0,2.0
21253,Aaron Sanchez,4 Seam Fastball,1.002,1.296,L,0.0,0.0
21254,Aaron Sanchez,4 Seam Fastball,0.428,1.746,L,1.0,0.0
21255,Aaron Sanchez,4 Seam Fastball,0.989,0.913,R,0.0,0.0
21256,Aaron Sanchez,2 Seam Fastball,0.034,2.108,R,1.0,0.0
21257,Aaron Sanchez,Curveball,-0.183,2.7030000000000003,R,1.0,1.0
21258,Aaron Sanchez,Curveball,1.412,2.178,R,1.0,2.0
21259,Aaron Sanchez,2 Seam Fastball,-0.246,2.457,L,0.0,0.0
21260,Aaron Sanchez,4 Seam Fastball,1.247,1.99,R,0.0,0.0
21261,Aaron Sanchez,Curveball,-0.518,1.271,R,1.0,0.0
21262,Aaron Sanchez,2 Seam Fastball,0.312,2.09,R,2.0,0.0
21263,Aaron Sanchez,2 Seam Fastball,1.242,2.138,R,2.0,1.0
21264,Aaron Sanchez,2 Seam Fastball,-0.15,2.804,R,3.0,1.0
21265,Aaron Sanchez,2 Seam Fastball,1.108,2.172,R,3.0,2.0
21266,Aaron Sanchez,Curveball,0.404,0.07,L,0.0,0.0
21267,Aaron Sanchez,2 Seam Fastball,1.004,1.346,L,1.0,0.0
21268,Aaron Sanchez,2 Seam Fastball,0.521,2.426,L,2.0,0.0
21269,Aaron Sanchez,4 Seam Fastball,0.653,2.652,L,2.0,1.0
21270,Aaron Sanchez,2 Seam Fastball,0.382,1.982,L,2.0,2.0
21271,Aaron Sanchez,2 Seam Fastball,-0.936,2.567,R,0.0,0.0
21281,Aaron Sanchez,2 Seam Fastball,-1.598,1.82,R,0.0,0.0
21282,Aaron Sanchez,2 Seam Fastball,1.366,2.87,R,1.0,0.0
21283,Aaron Sanchez,2 Seam Fastball,-0.894,2.486,R,2.0,0.0
21284,Aaron Sanchez,2 Seam Fastball,0.06,3.201,R,2.0,1.0
21285,Aaron Sanchez,2 Seam Fastball,0.8440000000000001,1.717,L,0.0,0.0
21286,Aaron Sanchez,Changeup,-1.014,3.117,L,1.0,0.0
21287,Aaron Sanchez,Curveball,-0.269,2.12,L,1.0,1.0
21288,Aaron Sanchez,2 Seam Fastball,0.615,1.149,R,0.0,0.0
21289,Aaron Sanchez,2 Seam Fastball,0.021,1.709,R,1.0,0.0
21290,Aaron Sanchez,2 Seam Fastball,-0.17800000000000002,1.375,R,1.0,1.0
21305,Aaron Sanchez,2 Seam Fastball,0.6709999999999999,2.315,L,0.0,0.0
21306,Aaron Sanchez,Changeup,-2.2230000000000003,5.25,L,1.0,0.0
21307,Aaron Sanchez,2 Seam Fastball,0.475,1.6969999999999998,L,2.0,0.0
21308,Aaron Sanchez,Changeup,-0.102,2.446,L,2.0,1.0
21309,Aaron Sanchez,2 Seam Fastball,0.423,0.648,R,0.0,0.0
21310,Aaron Sanchez,2 Seam Fastball,0.606,2.457,R,1.0,0.0
21311,Aaron Sanchez,2 Seam Fastball,-0.129,2.591,R,1.0,1.0
21312,Aaron Sanchez,4 Seam Fastball,-0.513,4.203,L,0.0,0.0
21313,Aaron Sanchez,2 Seam Fastball,1.51,1.908,L,1.0,0.0
21314,Aaron Sanchez,2 Seam Fastball,0.498,2.379,L,2.0,0.0
21315,Aaron Sanchez,2 Seam Fastball,0.248,2.7310000000000003,R,0.0,0.0
21316,Aaron Sanchez,2 Seam Fastball,0.298,1.236,L,0.0,0.0
21317,Aaron Sanchez,Changeup,-1.348,3.853,L,1.0,0.0
21318,Aaron Sanchez,2 Seam Fastball,1.645,0.7609999999999999,L,2.0,0.0
21320,Aaron Sanchez,4 Seam Fastball,1.52,1.74,R,0.0,0.0
21321,Aaron Sanchez,2 Seam Fastball,0.6809999999999999,0.7559999999999999,R,1.0,0.0
21322,Aaron Sanchez,Changeup,-0.229,1.913,R,2.0,0.0
21323,Aaron Sanchez,2 Seam Fastball,-0.14,1.878,R,2.0,1.0
21324,Aaron Sanchez,Curveball,-0.7190000000000001,2.87,R,2.0,2.0
21325,Aaron Sanchez,2 Seam Fastball,0.459,4.14,R,2.0,2.0
21326,Aaron Sanchez,2 Seam Fastball,-0.494,1.73,R,3.0,2.0
21327,Aaron Sanchez,Changeup,-0.588,2.801,R,3.0,2.0
21346,Aaron Sanchez,2 Seam Fastball,-0.7290000000000001,4.329,R,0.0,0.0
21347,Aaron Sanchez,4 Seam Fastball,-0.46,3.462,R,1.0,0.0
21348,Aaron Sanchez,Changeup,-1.021,2.643,R,1.0,1.0
21349,Aaron Sanchez,Curveball,0.253,2.488,R,1.0,2.0
21350,Aaron Sanchez,2 Seam Fastball,-0.5660000000000001,1.625,L,0.0,0.0
21351,Aaron Sanchez,2 Seam Fastball,0.628,1.703,R,0.0,0.0
21352,Aaron Sanchez,Changeup,0.67,0.162,R,1.0,0.0
21353,Aaron Sanchez,2 Seam Fastball,-0.993,2.81,R,2.0,0.0
21354,Aaron Sanchez,2 Seam Fastball,-0.7759999999999999,2.735,R,2.0,1.0
21855,Clay Buchholz,2 Seam Fastball,-0.562,1.673,L,0.0,0.0
21856,Clay Buchholz,Curveball,-1.278,2.6860000000000004,L,0.0,1.0
21857,Clay Buchholz,Curveball,-1.167,1.724,L,1.0,1.0
21858,Clay Buchholz,2 Seam Fastball,-1.356,2.393,L,2.0,1.0
21859,Clay Buchholz,2 Seam Fastball,-0.8420000000000001,3.196,L,3.0,1.0
21860,Clay Buchholz,2 Seam Fastball,-1.133,3.076,L,0.0,0.0
21861,Clay Buchholz,4 Seam Fastball,-0.335,3.268,L,1.0,0.0
21862,Clay Buchholz,Cutter,0.992,2.734,L,1.0,1.0
21863,Clay Buchholz,2 Seam Fastball,-0.7120000000000001,1.878,L,0.0,0.0
21864,Clay Buchholz,Curveball,0.073,2.331,L,0.0,0.0
21865,Clay Buchholz,2 Seam Fastball,-0.266,3.0410000000000004,L,0.0,1.0
21866,Clay Buchholz,Changeup,-1.254,-0.103,L,0.0,2.0
21867,Clay Buchholz,Changeup,-0.696,0.348,L,1.0,2.0
21868,Clay Buchholz,2 Seam Fastball,0.742,0.263,L,2.0,2.0
21869,Clay Buchholz,Changeup,-1.659,3.518,L,3.0,2.0
21870,Clay Buchholz,2 Seam Fastball,-0.07400000000000001,1.836,L,0.0,0.0
21871,Clay Buchholz,2 Seam Fastball,-0.6809999999999999,1.781,L,0.0,1.0
21872,Clay Buchholz,Cutter,0.526,1.909,R,0.0,0.0
21873,Clay Buchholz,2 Seam Fastball,0.083,3.12,L,0.0,0.0
21874,Clay Buchholz,Curveball,-0.202,2.0580000000000003,L,0.0,1.0
21875,Clay Buchholz,Changeup,-1.6980000000000002,1.228,L,0.0,2.0
21876,Clay Buchholz,Changeup,-1.206,0.629,L,1.0,2.0
21877,Clay Buchholz,Curveball,0.212,2.004,L,2.0,2.0
21878,Clay Buchholz,2 Seam Fastball,-1.176,3.61,L,0.0,0.0
21879,Clay Buchholz,2 Seam Fastball,0.015,2.825,L,1.0,0.0
21880,Clay Buchholz,2 Seam Fastball,0.855,0.596,L,0.0,0.0
21881,Clay Buchholz,4 Seam Fastball,-0.62,2.9330000000000003,L,1.0,0.0
21882,Clay Buchholz,Curveball,0.279,1.173,L,1.0,1.0
21883,Clay Buchholz,2 Seam Fastball,-0.698,3.222,L,1.0,2.0
21884,Clay Buchholz,2 Seam Fastball,-0.085,1.853,L,0.0,0.0
21904,Clay Buchholz,Curveball,-0.217,3.577,L,0.0,0.0
21905,Clay Buchholz,2 Seam Fastball,0.077,1.396,L,1.0,0.0
21906,Clay Buchholz,Curveball,-0.378,2.143,L,1.0,1.0
